id	title	title_source	title_uri	ccodes	matches	names	types	aat_types	parent_name	parent_id	lon	lat	geowkt	geo_source	geo_id	start	end
8349815	Marrakesh			MA	wd:None;wd:Q101625;gn:2542997;gnd:4037684-9;viaf:260256435;viaf:138361991;bnf:11933506n;loc:n80162919	Marrakesh					-7.98108	31.62947	MULTIPOINT (-7.98108 31.62947)		wd:	2026	
8349816	Meknes			MA	wd:None;wd:Q178663;gn:2542715;viaf:129002623;loc:n80067218	Meknes					-5.55	33.883333333333	MULTIPOINT (-5.55 33.883333333333)		wd:	2026	
8349817	Muharraq			BH	wd:None;wd:Q270500;gn:290332;gnd:7571841-8;bnf:13735273c;loc:n83197462;viaf:146621871	Muharraq					50.616666666667	26.25	MULTIPOINT (50.616666666667 26.25)		wd:	2026	
8349818	Rabat			MA	wd:None;wd:Q3551;gn:2538475;gnd:4076467-9;viaf:124355341;loc:n80076442;bnf:12551094r	Rabat					-6.8361111111111	34.025277777778	MULTIPOINT (-6.8361111111111 34.025277777778)		wd:	2026	
8349819	Sanaa			YE	wd:None;wd:Q2471;gn:71137;gn:6940571;gnd:4051533-3;viaf:148922407;loc:n80086523	Sanaa					44.2	15.35	MULTIPOINT (44.2 15.35)		wd:	2026	
8349820	Shibam			YE	wd:None;wd:Q192518;gn:70676;viaf:154868327;loc:n87898044	Shibam					48.626666666666665	15.926944444444445	MULTIPOINT (48.62666666666667 15.92694444444444)		wd:	2026	
8349821	Sousse			TN	wd:None;wd:Q180717;gn:2464915;gnd:4118914-0;viaf:76145424523286831333;viaf:168418765;bnf:11937943x;loc:n80050193	Sousse					10.633333333333	35.833333333333	MULTIPOINT (10.633333333333 35.833333333333)		wd:	2026	
8349822	Tétouan			MA	wd:None;wd:Q185157;gn:2528910;viaf:126397089;bnf:119577115;loc:n81139899	Tétouan					-5.3666666666667	35.566666666667	MULTIPOINT (-5.3666666666667 35.566666666667)		wd:	2026	
8349823	Tunis			TN	wd:None;wd:Q3572;gn:2464470;gnd:4107317-4;viaf:134590523;loc:n79065310;tgn:7001016	Tunis					10.18	36.800833333333	MULTIPOINT (10.18 36.800833333333)		wd:	2026	
8349824	Zabid			YE	wd:None;wd:Q138986;gn:69500;viaf:139568787;bnf:13172411f;loc:n81130645	Zabid					43.316666666667	14.2	MULTIPOINT (43.316666666667 14.2)		wd:	2026	
8349825	Ahmedabad			IN	wd:None;wd:Q1070;gn:1279233;gnd:4000813-7;viaf:140091243;viaf:133638224;bnf:13511326d;loc:n81094923	Ahmedabad					72.58	23.03	MULTIPOINT (72.58 23.03)		wd:	2026	
8349826	Acre			IL	wd:None;wd:Q126084;gnd:4068495-7;gn:295721;viaf:145953669;loc:n80001043;pl:678010;bnf:120654229	Acre					35.083888888889	32.926111111111	MULTIPOINT (35.083888888889 32.926111111111)		wd:	2026	
8349828	Jaipur			IN	wd:None;wd:Q66485;gn:1269515;gnd:4109106-1;loc:n80019671;viaf:8479152200804414400007;bnf:12002519q;tgn:7001544	Jaipur					75.866666666667	26.916666666667	MULTIPOINT (75.866666666667 26.916666666667)		wd:	2026	
8349829	Andong			KR	wd:None;wd:Q42116;gn:1846986;loc:n79074663;viaf:136029698	Andong					128.725	36.565555555556	MULTIPOINT (128.725 36.565555555556)		wd:	2026	
8349830	Anuradhapura			LK	wd:None;wd:Q5724;gn:1251081;gnd:4321066-1;viaf:144277769;bnf:12650697c;loc:n82237721	Anuradhapura					80.410833333333	8.335	MULTIPOINT (80.410833333333 8.335000000000001)		wd:	2026	
8349831	Baku-Old City			AZ		Baku-Old City										2026	
8349838	Chengde			CN	wd:None;wd:Q58675;gn:2038087;gn:2038085;gnd:4069946-8;viaf:135336148;bnf:12040124j;loc:nr2004009772	Chengde					117.93222222222	40.973888888889	MULTIPOINT (117.93222222222 40.973888888889)		wd:	2026	
8349839	Denpasar			ID	wd:None;wd:Q11506;gn:1645528;gn:1645527;gnd:4329689-0;viaf:143053926;tgn:1077630;loc:n79063963	Denpasar					115.21666666667	-8.6666666666667	MULTIPOINT (115.21666666667 -8.6666666666667)		wd:	2026	
8349840	Diyarbakır			TR	wd:None;wd:Q83387;gn:316541;gnd:4091063-5;viaf:148996542;loc:n85272750;pl:874298	Diyarbakır					40.236666666667	37.910833333333	MULTIPOINT (40.236666666667 37.910833333333)		wd:	2026	
8349841	Dujiangyan City			CN	wd:None;wd:Q1023900;gn:1809831	Dujiangyan City					103.62403	30.99331	MULTIPOINT (103.62403 30.99331)		wd:	2026	
8349842	Galle			LK	wd:None;wd:Q319366;gn:1246294;gnd:4224011-6;viaf:234665746;loc:n84195936;bnf:15539208t	Galle					80.219421	6.039505	MULTIPOINT (80.219421 6.039505)		wd:	2026	
8349865	Lalitpur			NP		Lalitpur (Patan)										2026	
8349871	Miagao			PH	wd:None;wd:Q74753;gn:1699791;viaf:150130035;loc:n83009105	Miagao					122.2352	10.6442	MULTIPOINT (122.2352 10.6442)		wd:	2026	
8349875	Selçuk			TR	wd:None;wd:Q876176;gn:301256;gn:8632426;gnd:7616791-4;viaf:124472017;loc:n91065711;bnf:11962273b;tgn:1086870	Selçuk					27.366666666667	37.95	MULTIPOINT (27.366666666667 37.95)		wd:	2026	
8349876	Seongbuk			KR	wd:None;wd:Q50412;gn:8349532;viaf:126722798;loc:n84181714	Seongbuk					127.018206	37.589181	MULTIPOINT (127.018206 37.589181)		wd:	2026	
8349877	Singapore			SG	wd:None;wd:Q334;viaf:151204333;bnf:11865542f;loc:n79059023;gnd:4055089-8;gn:1880251;tgn:7000381	Singapore					103.8	1.3	MULTIPOINT (103.8 1.3)		wd:	2026	
8349878	Surakarta			ID	wd:None;wd:Q4803;gn:1625812;gnd:5059621-4;viaf:139569812;bnf:11962336d;loc:n81141825	Surakarta					110.81666666667	-7.5666666666667	MULTIPOINT (110.81666666667 -7.5666666666667)		wd:	2026	
8349879	Suwon			KR	wd:None;wd:Q20714;gn:1835553;gn:1835551;gnd:7718026-4;viaf:158272259;loc:n80046823	Suwon					127.01	37.285833333333	MULTIPOINT (127.01 37.285833333333)		wd:	2026	
8349880	Suzhou			CN	wd:None;wd:Q42622;gn:1886760;viaf:151473684;gnd:4247872-8;bnf:15120250j	Suzhou					120.61642	31.30401	MULTIPOINT (120.61642 31.30401)		wd:	2026	
8349881	Tel Aviv			IL	wd:None;wd:Q33935;gnd:4059353-8;gnd:4119545-0;gn:293397;viaf:147389318;loc:n79066414;bnf:11998352q;tgn:7001369	Tel Aviv					34.78	32.08	MULTIPOINT (34.78 32.08)		wd:	2026	
8349882	Turkistan			KZ	wd:None;wd:Q848638;gn:1517945;loc:n00022633;viaf:126631370	Turkistan					68.243611111111	43.3	MULTIPOINT (68.24361111111099 43.3)		wd:	2026	
8349883	Vigan			PH	wd:None;wd:Q235004;gn:1679980;viaf:153954077;loc:no2003124362	Vigan					120.38694	17.57472	MULTIPOINT (120.38694 17.57472)		wd:	2026	
8349884	Yangsan			KR	wd:None;wd:Q42123;gn:1832828	Yangsan					129.03861111111	35.338611111111	MULTIPOINT (129.03861111111 35.338611111111)		wd:	2026	
8349885	Yazd			IR	wd:None;wd:Q182394;gn:111822;gnd:1051177-5;viaf:157739014	Yazd					54.367777777778	31.897222222222	MULTIPOINT (54.367777777778 31.897222222222)		wd:	2026	
8349886	Yeongju			KR	wd:None;wd:Q42126	Yeongju					128.63083333333	36.821666666667	MULTIPOINT (128.63083333333 36.821666666667)		wd:	2026	
8349887	Yerevan			AM	wd:None;wd:Q1953;gnd:4098059-5;gn:616051;viaf:125481980;loc:n79142628;bnf:119581692;tgn:7012650	Yerevan					44.514444444444	40.181388888889	MULTIPOINT (44.514444444444 40.181388888889)		wd:	2026	
8349888	Alcalá de Henares			ES	wd:None;wd:Q46940;gnd:4079690-5;loc:n79053993;viaf:312539507;gn:3130616;pl:246352;bnf:12531942k	Alcalá de Henares					-3.364305	40.481815	MULTIPOINT (-3.364305 40.481815)		wd:	2026	
8349889	Amsterdam			NL	wd:None;wd:Q727;gnd:4001783-7;viaf:158212776;loc:n78095634;gn:2759794;bnf:119430472;tgn:7006952	Amsterdam					4.9	52.383333333333	MULTIPOINT (4.9 52.383333333333)		wd:	2026	
8349890	Angra do Heroísmo			PT	wd:None;wd:Q193677;gn:3373348;gn:8010691;gnd:4085790-6;tgn:1000809;viaf:154798579;loc:n82161464	Angra do Heroísmo					-27.215277777778	38.655833333333	MULTIPOINT (-27.215277777778 38.655833333333)		wd:	2026	
8349891	Aranjuez			ES	wd:None;wd:Q31910934;gn:6359239	Aranjuez					-3.6016583333333	40.032244444444	MULTIPOINT (-3.6016583333333 40.032244444444)		wd:	2026	
8349892	Augsburg			DE	wd:None;wd:Q2749;gnd:4003614-5;gn:2954172;viaf:153139306;viaf:252184198;loc:n50073906;bnf:11862310j;tgn:7004324	Augsburg					10.898333333333	48.371666666667	MULTIPOINT (10.898333333333 48.371666666667)		wd:	2026	
8349893	Ávila			ES	wd:None;wd:Q15688;gn:6355632;gnd:4079893-8;viaf:155931767;loc:n80001323	Ávila					-4.6962222222222	40.654347222222	MULTIPOINT (-4.6962222222222 40.654347222222)		wd:	2026	
8349894	Baeza			ES	wd:None;wd:Q488555;gn:6358464;viaf:138364490;gnd:4228839-3;loc:n79100747;pl:266099	Baeza					-3.4666666666667	37.983333333333	MULTIPOINT (-3.4666666666667 37.983333333333)		wd:	2026	
8349895	Bamberg			DE	wd:None;wd:Q3936;gnd:4004391-5;gn:6556725;viaf:129007724;bnf:11960901x;tgn:7004325;loc:n80139571	Bamberg					10.891666666667	49.891666666667	MULTIPOINT (10.891666666667 49.891666666667)		wd:	2026	
8349896	Banská Štiavnica			SK	wd:None;wd:Q208110;gn:3061184;gnd:4052241-6;viaf:146630298;loc:n84100227	Banská Štiavnica					18.893055555556	48.458611111111	MULTIPOINT (18.893055555556 48.458611111111)		wd:	2026	
8349897	Bardejov			SK	wd:None;wd:Q27007;gn:725167;gnd:4004566-3;viaf:157108444;loc:n80131483	Bardejov					21.275833333333	49.295	MULTIPOINT (21.275833333333 49.295)		wd:	2026	
8349898	Bath			GB	wd:None;wd:Q22889;gn:2656173;gnd:4086889-8;viaf:137153818;pl:79299;tgn:7011197;loc:n80006275	Bath					-2.358611	51.381389	MULTIPOINT (-2.358611 51.381389)		wd:	2026	
8349899	Beemster			NL	wd:None;wd:Q9900;gn:2759320	Beemster					4.9278	52.55	MULTIPOINT (4.9278 52.55)		wd:	2026	
8349900	Bergen			NO	wd:None;wd:Q26793;gnd:1027742-0;gn:3161732;viaf:149552590;loc:n79021216	Bergen					5.3233333333333	60.3925	MULTIPOINT (5.3233333333333 60.3925)		wd:	2026	
8349901	Berlin			DE	wd:None;wd:Q64;viaf:122530980;gnd:4005728-8;loc:n79034972;bnf:15298132w;gn:2950159;gn:2950157;gn:6547383;gn:6547539;gov:BERLINJO62PM;tgn:7209904;tgn:7003670;tgn:7003712	Berlin					13.383333333333	52.516666666667	MULTIPOINT (13.383333333333 52.516666666667)		wd:	2026	
8349902	Bern			CH	wd:None;wd:Q70;tgn:7007557;viaf:237298336;gn:7285212;gnd:4005762-8;loc:n79065374	Bern					7.44743	46.94798	MULTIPOINT (7.44743 46.94798)		wd:	2026	
8349904	Biertan			RO	wd:None;wd:Q793388;gn:684888;viaf:235230085	Biertan					24.523611111111	46.139722222222	MULTIPOINT (24.523611111111 46.139722222222)		wd:	2026	
8349905	Bolgar			RU	wd:None;wd:Q105284;gn:570990	Bolgar					49.033333333333	54.966666666667	MULTIPOINT (49.033333333333 54.966666666667)		wd:	2026	
8349906	Bordeaux			FR	wd:None;wd:Q1479;gnd:4088072-2;viaf:141427398;gn:3031582;loc:n79091189;bnf:11862494p;tgn:7008161;pl:138248	Bordeaux					-0.57944444444444	44.837777777778	MULTIPOINT (-0.57944444444444 44.837777777778)		wd:	2026	
8349907	Bruges			BE	wd:None;wd:Q31513590;gn:2800935	Bruges					3.2166666666667	51.25	MULTIPOINT (3.2166666666667 51.25)		wd:	2026	
8349908	Brussels			BE	wd:None;wd:Q239;gn:2800866;gnd:4008460-7;bnf:119334020;bnf:152399296;loc:n79013830;viaf:150675140;tgn:7007868	Brussels					4.351666666666667	50.846666666666664	MULTIPOINT (4.351666666666667 50.84666666666666)		wd:	2026	
8349909	Budapest			HU	wd:None;wd:Q1781;gnd:4008684-7;loc:n79091691;viaf:154759119;gn:3054643;tgn:7017994;tgn:7006280;bnf:119334051	Budapest					19.040833333333	47.498333333333	MULTIPOINT (19.040833333333 47.498333333333)		wd:	2026	
8349910	Cáceres			ES	wd:None;wd:Q15678;gn:2520611;viaf:145400392;gnd:4085107-2;loc:n79023198	Cáceres					-6.3711111111111	39.473055555556	MULTIPOINT (-6.3711111111111 39.473055555556)		wd:	2026	
8349911	Carcassonne			FR	wd:None;wd:Q6582;gnd:4009469-8;viaf:124343560;loc:n81053384;gn:3028641;bnf:152466066	Carcassonne					2.3513888888889	43.215833333333	MULTIPOINT (2.3513888888889 43.215833333333)		wd:	2026	
8349912	Český Krumlov			CZ	wd:None;wd:Q188082;gn:3077889;gnd:4098732-2;viaf:151280665;loc:n81080127	Český Krumlov					14.31520771066	48.810990441614	MULTIPOINT (14.31520771066 48.810990441614)		wd:	2026	
8349914	Córdoba			ES	wd:None;wd:Q101948176;gn:2519240	Córdoba					-4.77275	37.89155	MULTIPOINT (-4.77275 37.89155)		wd:	2026	
8349915	Cuenca			ES	wd:None;wd:Q15098;gn:6357429;gnd:4085363-9;viaf:169873673;loc:n78095696	Cuenca					-2.135	40.071666666667	MULTIPOINT (-2.135 40.071666666667)		wd:	2026	
8349917	Dessau			DE	wd:None;wd:Q487070;gn:2937959;gnd:4011536-7;viaf:155934610;loc:n80043512	Dessau					12.246111111111	51.834166666667	MULTIPOINT (12.246111111111 51.834166666667)		wd:	2026	
8349918	Dubrovnik			HR	wd:None;wd:Q1722;gn:3201047;gn:7577034;gnd:4013176-2;viaf:267372287;viaf:125486611;bnf:119513379;loc:n80061079	Dubrovnik					18.108333333333	42.640277777778	MULTIPOINT (18.108333333333 42.640277777778)		wd:	2026	
8349919	Edinburgh			GB	wd:None;wd:Q23436;gnd:4013557-3;gn:2650225;loc:n79053770;tgn:7009546;viaf:150076018	Edinburgh					-3.1988888888889	55.95	MULTIPOINT (-3.1988888888889 55.95)		wd:	2026	
8349920	Elvas			PT	wd:None;wd:Q243849;gn:2268615;viaf:143990203;bnf:11954345n;gnd:4218849-0;loc:n82029107	Elvas					-7.1627777777778	38.88	MULTIPOINT (-7.1627777777778 38.88)		wd:	2026	
8349921	Évora			PT	wd:None;wd:Q179948;gn:8010502;viaf:129001866;pl:256151;gnd:4085639-2;loc:n80057297	Évora					-7.9072222222222	38.5725	MULTIPOINT (-7.9072222222222 38.5725)		wd:	2026	
8349922	Fontainebleau			FR	wd:None;wd:Q182872;gn:6443660;gnd:4093055-5;viaf:126679056;loc:n81071962;tgn:7008005;bnf:15275526x	Fontainebleau					2.7016666666667	48.408888888889	MULTIPOINT (2.7016666666667 48.408888888889)		wd:	2026	
8349923	Granada			ES	wd:None;wd:Q8810;gn:6357709;gnd:4021815-6;viaf:123881676;loc:n80001328;tgn:7007703	Granada					-3.6008333333333	37.178055555556	MULTIPOINT (-3.6008333333333 37.178055555556)		wd:	2026	
8349924	Graz			AT	wd:None;wd:Q13298;gnd:4021912-4;gn:2778058;viaf:160255975;loc:n79064653;tgn:7003097	Graz					15.433333333333	47.066666666667	MULTIPOINT (15.433333333333 47.066666666667)		wd:	2026	
8349925	Guimarães			PT	wd:None;wd:Q170903;gn:8010453;gnd:4364483-1;viaf:145424485;loc:n81050805	Guimarães					-8.2908333333333	41.445	MULTIPOINT (-8.2908333333333 41.445)		wd:	2026	
8349926	Hamburg			DE	wd:None;wd:Q1055;gn:2911298;viaf:148855657;tgn:7003673;tgn:7005289;gnd:4023118-5;loc:n81086822;bnf:11864269d	Hamburg					10	53.55	MULTIPOINT (10 53.55)		wd:	2026	
8349927	Ibiza			ES	wd:None;wd:Q52631;gn:2516477;viaf:315127257;gnd:4026432-4;loc:sh85063913;pl:265883;pl:265884	Ibiza					1.43	38.98	MULTIPOINT (1.43 38.98)		wd:	2026	
8349928	Istanbul			TR	wd:None;wd:Q406;gnd:4027821-9;viaf:135931454;bnf:11864652s;loc:n79034985;gn:745044;gn:745042;tgn:7002473	Istanbul					28.960277777778	41.01	MULTIPOINT (28.960277777778 41.01)		wd:	2026	
8349929	Karlskrona			SE	wd:None;wd:Q25789;gn:2701713;gnd:4255001-4;viaf:123165603;loc:n81078225	Karlskrona					15.630841782333	56.192210153547	MULTIPOINT (15.630841782333 56.192210153547)		wd:	2026	
8349930	Kazan			RU	wd:None;wd:Q900;gn:551487;gnd:4029844-9;viaf:239874254	Kazan					49.114444444444	55.790833333333	MULTIPOINT (49.114444444444 55.790833333333)		wd:	2026	
8349931	Kolding			DK	wd:None;wd:Q21101;gn:2618525;viaf:8183148122911795200000	Kolding					9.47	55.49	MULTIPOINT (9.470000000000001 55.49)		wd:	2026	
8349932	Kotor			ME	wd:None;wd:Q171080;gn:3197538;gnd:4032572-6;viaf:137836313;bnf:119617170;loc:n79125143	Kotor					18.771191	42.42539	MULTIPOINT (18.771191 42.42539)		wd:	2026	
8349933	Kraków			PL	wd:None;wd:Q31487;viaf:125421472;gnd:4073760-3;loc:n79125145;gn:3094802;bnf:11866004r;tgn:7007652	Kraków					19.937222222222	50.061388888889	MULTIPOINT (19.937222222222 50.061388888889)		wd:	2026	
8349934	Kutná Hora			CZ	wd:None;wd:Q155975;gn:3072463;gnd:4098868-5;viaf:153661033;loc:n84224807;pl:118793;tgn:7011655	Kutná Hora					15.268225887967	49.948444972662	MULTIPOINT (15.268225887967 49.948444972662)		wd:	2026	
8349935	Lviv			UA	wd:None;wd:Q36036;gnd:4035304-7;viaf:268236629;gn:702550;loc:n80089801;bnf:11985932t	Lviv					24.0315	49.841888888889	MULTIPOINT (24.0315 49.841888888889)		wd:	2026	
8349936	Le Havre			FR	wd:None;wd:Q42810;gn:3003796;gnd:4111239-8;viaf:150850470;loc:n50077876;bnf:15274937f;tgn:7008927	Le Havre					0.10805555555556	49.494166666667	MULTIPOINT (0.10805555555556 49.494166666667)		wd:	2026	
8349937	Lübeck			DE	wd:None;wd:Q2843;gnd:4036483-5;loc:n81108828;loc:n82099897;viaf:312802961;gn:7602559;gov:LUBECKJO53IU;bnf:12271049t;tgn:7012327	Lübeck					10.686388888889	53.869722222222	MULTIPOINT (10.686388888889 53.869722222222)		wd:	2026	
8349938	Luxembourg			LU	wd:None;wd:Q1842;gn:2960316;gnd:4036729-0;tgn:7006254;viaf:160050945;viaf:172144783035369474111;loc:n50054179	Luxembourg					6.1327777777778	49.610555555556	MULTIPOINT (6.1327777777778 49.610555555556)		wd:	2026	
8349939	Lyon			FR	wd:None;wd:Q456;gnd:4036770-8;viaf:158189703;gn:2996944;loc:n81086849;bnf:15272211b;tgn:7008772	Lyon					4.8413888888889	45.758888888889	MULTIPOINT (4.8413888888889 45.758888888889)		wd:	2026	
8349940	Mérida			ES	wd:None;wd:Q14323;gn:2513917;gnd:4038714-8;viaf:152444620;bnf:11954481s;loc:n80113609	Mérida					-6.3333333333333	38.915833333333	MULTIPOINT (-6.3333333333333 38.915833333333)		wd:	2026	
8349941	Modena			IT	wd:None;wd:Q279;gnd:4115170-7;viaf:130110243;bnf:11948652h;gn:6541461;tgn:7009565;loc:n79084709	Modena					10.92572	44.64582	MULTIPOINT (10.92572 44.64582)		wd:	2026	
8349942	Mont-Saint-Michel			FR	wd:None;wd:Q20892;gn:7522158;gnd:4040122-4;viaf:159857166;loc:n81100655;bnf:152623284	Mont-Saint-Michel					-1.5102777777778	48.635833333333	MULTIPOINT (-1.5102777777778 48.635833333333)		wd:	2026	
8349943	Moscow			RU	wd:None;wd:Q649;loc:n79076156;gnd:4074987-3;gn:524894;gn:524901;bnf:11933531v;tgn:7012974;viaf:293145671432505170005;viaf:142519565	Moscow					37.617777777778	55.755833333333	MULTIPOINT (37.617777777778 55.755833333333)		wd:	2026	
8349944	Mostar			BA	wd:None;wd:Q15508167	Mostar					17.80756	43.34215	MULTIPOINT (17.80756 43.34215)		wd:	2026	
8349945	Nancy			FR	wd:None;wd:Q40898;gnd:4041201-5;viaf:268444537;gn:2990999;loc:n79091171;bnf:15264464r;bnf:11865049g;tgn:7008412	Nancy					6.1836111111111	48.692777777778	MULTIPOINT (6.1836111111111 48.692777777778)		wd:	2026	
8349946	Naumburg			DE	wd:None;wd:Q15986;gnd:4041445-0;gn:6551223;viaf:126700985;loc:n82254953	Naumburg					11.809819	51.152095	MULTIPOINT (11.809819 51.152095)		wd:	2026	
8349948	Notodden			NO	wd:None;wd:Q1865470;gn:3144075	Notodden					9.25852778	59.55936111	MULTIPOINT (9.25852778 59.55936111)		wd:	2026	
8349949	Ohrid			MK	wd:None;wd:Q1223508;gnd:4043401-1;gn:787487;viaf:146582198;loc:n80123400	Ohrid					20.801944444444	41.116944444444	MULTIPOINT (20.801944444444 41.116944444444)		wd:	2026	
8349950	Oviedo			ES	wd:None;wd:Q14317;gn:6359947;gnd:4116850-1;viaf:155924709;loc:n79039812;bnf:11933545j	Oviedo					-5.8502777777778	43.3625	MULTIPOINT (-5.8502777777778 43.3625)		wd:	2026	
8349951	Padula			IT	wd:None;wd:Q30028505;gn:3171718	Padula					15.65634	40.33901	MULTIPOINT (15.65634 40.33901)		wd:	2026	
8349952	Palazzolo Acreide			IT	wd:None;wd:Q489260;gn:6539597;gnd:4137741-2;viaf:150177904;loc:n86037790	Palazzolo Acreide					14.902777777778	37.061666666667	MULTIPOINT (14.902777777778 37.061666666667)		wd:	2026	
8349954	Patmos			GR	wd:None;wd:Q12882473;gn:255688;loc:n80046343;viaf:129820968	Patmos					26.546666666667	37.309166666667	MULTIPOINT (26.546666666667 37.309166666667)		wd:	2026	
8349960	Rauma			FI	wd:None;wd:Q37013;gn:639734;bnf:137572858;loc:n83210400;viaf:165740729	Rauma					21.5	61.116666666667	MULTIPOINT (21.5 61.116666666667)		wd:	2026	
8349961	Regensburg			DE	wd:None;wd:Q2978;gnd:4048989-9;gn:6556611;loc:n79129587;viaf:248075075;viaf:233767411;viaf:312997796;bnf:119335624;tgn:7013496	Regensburg					12.083333333333334	49.016666666666666	MULTIPOINT (12.08333333333333 49.01666666666667)		wd:	2026	
8349962	Rhodes			GR	wd:None;wd:Q188731;gnd:4103772-8;gn:400666;viaf:427147270357235700008	Rhodes					28.216666666667	36.433333333333	MULTIPOINT (28.216666666667 36.433333333333)		wd:	2026	
8349963	Riga			LV	wd:None;wd:Q1773;gnd:4050042-1;gn:456172;viaf:312793147;loc:n79013823	Riga					24.106944444444	56.9475	MULTIPOINT (24.106944444444 56.9475)		wd:	2026	
8349964	Røros			NO	wd:None;wd:Q10428572;gn:3141332;viaf:125475764	Røros					11.3842	62.57468	MULTIPOINT (11.3842 62.57468)		wd:	2026	
