band,band_label,cultural_var_id,cultural_var,env_feature,env_description,n_categories,n_societies,f_stat,p_value,eta_squared,category_means
B,Hydro-climatic baselines,EA001,Subsistence economy: gathering,pct_clay,Soil clay content (%),7,1123,0.7995657922345905,0.5702727023495819,0.00428034074299668,"{'0-5%': np.float64(-119.94694533762058), '6-15%': np.float64(-18.337552742616033), '16-25%': np.float64(19.441176470588236), '26-35%': np.float64(17.425925925925927), '36-45%': np.float64(20.869565217391305), '46-55%': np.float64(18.870967741935484), '56-65%': np.float64(18.64516129032258)}"
B,Hydro-climatic baselines,EA001,Subsistence economy: gathering,pct_silt,Soil silt content (%),7,1123,0.9009738904497282,0.4933247622646483,0.004820594947663683,"{'0-5%': np.float64(-118.32797427652733), '6-15%': np.float64(-15.19409282700422), '16-25%': np.float64(30.686274509803923), '26-35%': np.float64(34.74074074074074), '36-45%': np.float64(30.695652173913043), '46-55%': np.float64(31.741935483870968), '56-65%': np.float64(30.0)}"
B,Hydro-climatic baselines,EA001,Subsistence economy: gathering,pct_sand,Soil sand content (%),7,1123,0.8686769272284706,0.5172706123158999,0.0046485956957181985,"{'0-5%': np.float64(-97.14308681672026), '6-15%': np.float64(6.6118143459915615), '16-25%': np.float64(49.85294117647059), '26-35%': np.float64(47.81481481481482), '36-45%': np.float64(48.391304347826086), '46-55%': np.float64(49.41935483870968), '56-65%': np.float64(51.45161290322581)}"
C,Bioclimatic proxies,EA001,Subsistence economy: gathering,temp_yr,Mean annual temperature (°C × 10),7,1123,17.94184902981872,6.068395119237627e-20,0.08797531803879745,"{'0-5%': np.float64(20.42073954983923), '6-15%': np.float64(19.52700421940928), '16-25%': np.float64(14.81764705882353), '26-35%': np.float64(11.096296296296297), '36-45%': np.float64(15.923913043478262), '46-55%': np.float64(12.867741935483872), '56-65%': np.float64(15.041935483870969)}"
C,Bioclimatic proxies,EA001,Subsistence economy: gathering,temp_min,Minimum temperature (°C × 10),7,1123,20.022852515425964,2.556548057272528e-22,0.09718753172746579,"{'0-5%': np.float64(15.62459807073955), '6-15%': np.float64(14.041772151898735), '16-25%': np.float64(5.413725490196079), '26-35%': np.float64(2.005555555555555), '36-45%': np.float64(10.041304347826086), '46-55%': np.float64(4.087096774193548), '56-65%': np.float64(5.993548387096775)}"
C,Bioclimatic proxies,EA001,Subsistence economy: gathering,temp_max,Maximum temperature (°C × 10),7,1123,8.247644944109224,9.358999796876182e-09,0.04245943340256361,"{'0-5%': np.float64(24.977009646302253), '6-15%': np.float64(24.826160337552743), '16-25%': np.float64(23.410784313725486), '26-35%': np.float64(20.48888888888889), '36-45%': np.float64(22.05217391304348), '46-55%': np.float64(22.53225806451613), '56-65%': np.float64(24.983870967741936)}"
C,Bioclimatic proxies,EA001,Subsistence economy: gathering,precip_yr,Annual precipitation (mm),7,1123,9.206826894282734,7.331195225817185e-10,0.04716447186177987,"{'0-5%': np.float64(1188.475884244373), '6-15%': np.float64(1293.4472573839662), '16-25%': np.float64(1115.1274509803923), '26-35%': np.float64(961.8703703703703), '36-45%': np.float64(1263.304347826087), '46-55%': np.float64(543.483870967742), '56-65%': np.float64(446.83870967741933)}"
C,Bioclimatic proxies,EA001,Subsistence economy: gathering,aridity,Aridity index,7,1123,8.397240276205004,6.294971844483114e-09,0.043196293652492036,"{'0-5%': np.float64(82.26688102893891), '6-15%': np.float64(93.0464135021097), '16-25%': np.float64(101.00980392156863), '26-35%': np.float64(87.51851851851852), '36-45%': np.float64(98.23913043478261), '46-55%': np.float64(41.41935483870968), '56-65%': np.float64(32.38709677419355)}"
C,Bioclimatic proxies,EA001,Subsistence economy: gathering,wet_pct_grp1,Wetland extent type 1 (%),7,1123,5.794016336560034,5.90062327577783e-06,0.03020957820911758,"{'0-5%': np.float64(7.17524115755627), '6-15%': np.float64(11.645569620253164), '16-25%': np.float64(16.735294117647058), '26-35%': np.float64(8.185185185185185), '36-45%': np.float64(4.782608695652174), '46-55%': np.float64(2.838709677419355), '56-65%': np.float64(6.354838709677419)}"
C,Bioclimatic proxies,EA001,Subsistence economy: gathering,wet_pct_grp2,Wetland extent type 2 (%),7,1123,7.544578419567409,6.011111900142917e-08,0.03898108891075298,"{'0-5%': np.float64(5.011254019292605), '6-15%': np.float64(8.717299578059071), '16-25%': np.float64(15.186274509803921), '26-35%': np.float64(5.277777777777778), '36-45%': np.float64(2.8043478260869565), '46-55%': np.float64(2.161290322580645), '56-65%': np.float64(4.935483870967742)}"
C,Bioclimatic proxies,EA001,Subsistence economy: gathering,permafrost_extent,Permafrost extent (%),7,1123,1.6438633284534148,0.1316674925582334,0.008760549368864756,"{'0-5%': np.float64(2.2411575562700965), '6-15%': np.float64(4.345991561181434), '16-25%': np.float64(3.4019607843137254), '26-35%': np.float64(0.3888888888888889), '36-45%': np.float64(0.21739130434782608), '46-55%': np.float64(0.0), '56-65%': np.float64(0.0)}"
A,Physiographic bedrock,EA002,Subsistence economy: hunting,elev_min,Elevation minimum (m),8,1123,1.5588603236765533,0.14379177288198788,0.009691718402452972,"{'6-15%': np.float64(473.42962962962963), '0-5%': np.float64(437.14790996784564), '16-25%': np.float64(384.27950310559004), '26-35%': np.float64(422.1015625), '36-45%': np.float64(518.1911764705883), '46-55%': np.float64(641.9642857142857), '56-65%': np.float64(495.4166666666667), '76-85%': np.float64(734.2)}"
A,Physiographic bedrock,EA002,Subsistence economy: hunting,elev_max,Elevation maximum (m),8,1123,0.5401743091030354,0.8043737142369185,0.0033797672820856917,"{'6-15%': np.float64(1399.856790123457), '0-5%': np.float64(1343.7299035369774), '16-25%': np.float64(1317.2732919254659), '26-35%': np.float64(1475.0859375), '36-45%': np.float64(1540.1617647058824), '46-55%': np.float64(1339.892857142857), '56-65%': np.float64(1145.0833333333333), '76-85%': np.float64(1587.7)}"
A,Physiographic bedrock,EA002,Subsistence economy: hunting,slope_avg,Average slope (degrees),8,1123,1.2146354134336574,0.2914398988503591,0.007567805401735562,"{'6-15%': np.float64(46.91111111111111), '0-5%': np.float64(47.09324758842444), '16-25%': np.float64(-4.919254658385094), '26-35%': np.float64(67.640625), '36-45%': np.float64(-89.17647058823529), '46-55%': np.float64(44.785714285714285), '56-65%': np.float64(41.833333333333336), '76-85%': np.float64(58.7)}"
A,Physiographic bedrock,EA002,Subsistence economy: hunting,slope_upstream,Upstream slope (degrees),8,1123,1.1950793547593346,0.3024985920360556,0.007446868423623834,"{'6-15%': np.float64(50.67901234567901), '0-5%': np.float64(48.630225080385856), '16-25%': np.float64(-3.1925465838509317), '26-35%': np.float64(64.71875), '36-45%': np.float64(-86.63235294117646), '46-55%': np.float64(52.857142857142854), '56-65%': np.float64(43.166666666666664), '76-85%': np.float64(58.6)}"
A,Physiographic bedrock,EA002,Subsistence economy: hunting,stream_gradient,Stream gradient,8,1123,1.1522001156848147,0.3278244100281347,0.0071815949489478425,"{'6-15%': np.float64(120.4641975308642), '0-5%': np.float64(109.93890675241157), '16-25%': np.float64(67.20496894409938), '26-35%': np.float64(173.3125), '36-45%': np.float64(-1.2941176470588236), '46-55%': np.float64(109.28571428571429), '56-65%': np.float64(90.0), '76-85%': np.float64(131.1)}"
B,Hydro-climatic baselines,EA002,Subsistence economy: hunting,discharge_yr,Annual discharge (m³/s),8,1123,0.2389251331079803,0.9756274388211917,0.0014977318486876288,"{'6-15%': np.float64(280.2984291778728), '0-5%': np.float64(205.0547879095634), '16-25%': np.float64(324.3240253625912), '26-35%': np.float64(292.47913841699483), '36-45%': np.float64(131.81525175514466), '46-55%': np.float64(83.32510653031724), '56-65%': np.float64(21.054916645089786), '76-85%': np.float64(165.48870447054506)}"
B,Hydro-climatic baselines,EA002,Subsistence economy: hunting,discharge_min,Minimum discharge (m³/s),8,1123,0.21099882036366502,0.9830169350930033,0.0013229038784224663,"{'6-15%': np.float64(145.0269331507954), '0-5%': np.float64(69.78481012629757), '16-25%': np.float64(139.42838897835173), '26-35%': np.float64(116.56078150619123), '36-45%': np.float64(51.76754254371147), '46-55%': np.float64(24.34864229758802), '56-65%': np.float64(9.919666568438211), '76-85%': np.float64(36.33130035959184)}"
B,Hydro-climatic baselines,EA002,Subsistence economy: hunting,discharge_max,Maximum discharge (m³/s),8,1123,0.22116067100593076,0.9805090523172145,0.001386527515293239,"{'6-15%': np.float64(517.1253076353167), '0-5%': np.float64(491.1134896020905), '16-25%': np.float64(629.7431752221739), '26-35%': np.float64(561.250713786576), '36-45%': np.float64(277.2777028871591), '46-55%': np.float64(225.59514080866106), '56-65%': np.float64(53.849249164263405), '76-85%': np.float64(741.2983995556831)}"
B,Hydro-climatic baselines,EA002,Subsistence economy: hunting,river_area,River area (km²),8,1123,1.8023936042719448,0.08319380013100995,0.011188868178294528,"{'6-15%': np.float64(411.8258439929397), '0-5%': np.float64(401.15090944950987), '16-25%': np.float64(718.4070265159844), '26-35%': np.float64(439.13507752865553), '36-45%': np.float64(331.63887999688876), '46-55%': np.float64(243.26903477736883), '56-65%': np.float64(357.8283312320709), '76-85%': np.float64(162.73090200424195)}"
B,Hydro-climatic baselines,EA002,Subsistence economy: hunting,river_area_upstream,Upstream river area (km²),8,1123,0.17416931632387672,0.9904293821005508,0.001092245349673958,"{'6-15%': np.float64(7830.6372926258055), '0-5%': np.float64(9737.61800471952), '16-25%': np.float64(11793.972164344714), '26-35%': np.float64(9812.252366896719), '36-45%': np.float64(6303.614156158532), '46-55%': np.float64(2440.2499539852142), '56-65%': np.float64(410.83374786376953), '76-85%': np.float64(6991.838314723968)}"
B,Hydro-climatic baselines,EA002,Subsistence economy: hunting,runoff,Runoff (mm/yr),8,1123,6.085519676966082,5.439462568310187e-07,0.036799142941265205,"{'6-15%': np.float64(508.2345679012346), '0-5%': np.float64(416.7845659163987), '16-25%': np.float64(729.5403726708074), '26-35%': np.float64(516.7578125), '36-45%': np.float64(325.8382352941176), '46-55%': np.float64(292.0357142857143), '56-65%': np.float64(333.8333333333333), '76-85%': np.float64(124.9)}"
B,Hydro-climatic baselines,EA002,Subsistence economy: hunting,gw_table_depth,Groundwater table depth (cm),8,1123,5.2675545730195825,6.206027035061625e-06,0.03201124237490344,"{'6-15%': np.float64(272.6592592592593), '0-5%': np.float64(259.55627009646304), '16-25%': np.float64(286.67080745341616), '26-35%': np.float64(386.515625), '36-45%': np.float64(342.2352941176471), '46-55%': np.float64(246.78571428571428), '56-65%': np.float64(189.91666666666666), '76-85%': np.float64(397.4)}"
B,Hydro-climatic baselines,EA002,Subsistence economy: hunting,pct_clay,Soil clay content (%),8,1123,0.43918840358840006,0.8777921207321516,0.0027496551645594678,"{'6-15%': np.float64(-97.72592592592592), '0-5%': np.float64(-104.89067524115755), '16-25%': np.float64(-38.12422360248447), '26-35%': np.float64(18.34375), '36-45%': np.float64(18.323529411764707), '46-55%': np.float64(17.357142857142858), '56-65%': np.float64(14.5), '76-85%': np.float64(16.5)}"
B,Hydro-climatic baselines,EA002,Subsistence economy: hunting,pct_silt,Soil silt content (%),8,1123,0.5407910319613404,0.8038919884733713,0.0033836129425870265,"{'6-15%': np.float64(-98.64444444444445), '0-5%': np.float64(-101.45659163987138), '16-25%': np.float64(-34.807453416149066), '26-35%': np.float64(32.34375), '36-45%': np.float64(32.76470588235294), '46-55%': np.float64(35.17857142857143), '56-65%': np.float64(34.166666666666664), '76-85%': np.float64(37.9)}"
B,Hydro-climatic baselines,EA002,Subsistence economy: hunting,pct_sand,Soil sand content (%),8,1123,0.4902424433698352,0.8421552065533807,0.0030683117372978137,"{'6-15%': np.float64(-75.13086419753087), '0-5%': np.float64(-80.68810289389067), '16-25%': np.float64(-13.993788819875776), '26-35%': np.float64(49.34375), '36-45%': np.float64(48.955882352941174), '46-55%': np.float64(47.5), '56-65%': np.float64(51.166666666666664), '76-85%': np.float64(45.7)}"
C,Bioclimatic proxies,EA002,Subsistence economy: hunting,temp_yr,Mean annual temperature (°C × 10),8,1123,65.8465819362123,1.765596547732597e-79,0.29247950223589125,"{'6-15%': np.float64(22.47925925925926), '0-5%': np.float64(20.887459807073956), '16-25%': np.float64(19.095031055900623), '26-35%': np.float64(11.91015625), '36-45%': np.float64(9.958823529411765), '46-55%': np.float64(5.9750000000000005), '56-65%': np.float64(4.175000000000001), '76-85%': np.float64(3.56)}"
C,Bioclimatic proxies,EA002,Subsistence economy: hunting,temp_min,Minimum temperature (°C × 10),8,1123,70.48930151161149,2.270669678563923e-84,0.306775309173679,"{'6-15%': np.float64(18.800493827160494), '0-5%': np.float64(15.611897106109328), '16-25%': np.float64(14.166459627329191), '26-35%': np.float64(2.8843750000000004), '36-45%': np.float64(-0.9411764705882351), '46-55%': np.float64(-7.507142857142858), '56-65%': np.float64(-9.558333333333332), '76-85%': np.float64(-11.02)}"
C,Bioclimatic proxies,EA002,Subsistence economy: hunting,temp_max,Maximum temperature (°C × 10),8,1123,32.00854061476645,1.2044797594014411e-40,0.1673261992704303,"{'6-15%': np.float64(25.982962962962958), '0-5%': np.float64(25.932475884244372), '16-25%': np.float64(23.804347826086957), '26-35%': np.float64(21.1671875), '36-45%': np.float64(20.777941176470588), '46-55%': np.float64(18.889285714285712), '56-65%': np.float64(16.591666666666665), '76-85%': np.float64(17.810000000000002)}"
C,Bioclimatic proxies,EA002,Subsistence economy: hunting,precip_yr,Annual precipitation (mm),8,1123,12.273084596022796,3.4473738056480374e-15,0.07153864841687996,"{'6-15%': np.float64(1281.8691358024691), '0-5%': np.float64(1075.3729903536978), '16-25%': np.float64(1474.4347826086957), '26-35%': np.float64(963.6171875), '36-45%': np.float64(749.6176470588235), '46-55%': np.float64(708.9285714285714), '56-65%': np.float64(736.75), '76-85%': np.float64(460.6)}"
C,Bioclimatic proxies,EA002,Subsistence economy: hunting,aridity,Aridity index,8,1123,6.225432828084077,3.575976670373202e-07,0.03761337490944773,"{'6-15%': np.float64(81.88888888888889), '0-5%': np.float64(73.7427652733119), '16-25%': np.float64(110.37888198757764), '26-35%': np.float64(93.25), '36-45%': np.float64(73.69117647058823), '46-55%': np.float64(75.5), '56-65%': np.float64(97.5), '76-85%': np.float64(61.4)}"
C,Bioclimatic proxies,EA002,Subsistence economy: hunting,wet_pct_grp1,Wetland extent type 1 (%),8,1123,2.0796918212834177,0.04303085675492792,0.012888089655997373,"{'6-15%': np.float64(7.101234567901234), '0-5%': np.float64(9.212218649517684), '16-25%': np.float64(8.944099378881987), '26-35%': np.float64(9.8125), '36-45%': np.float64(8.102941176470589), '46-55%': np.float64(17.642857142857142), '56-65%': np.float64(11.0), '76-85%': np.float64(21.0)}"
C,Bioclimatic proxies,EA002,Subsistence economy: hunting,wet_pct_grp2,Wetland extent type 2 (%),8,1123,2.4604176411187826,0.016579916082751025,0.015211601117186412,"{'6-15%': np.float64(5.375308641975309), '0-5%': np.float64(6.353697749196141), '16-25%': np.float64(7.546583850931677), '26-35%': np.float64(7.921875), '36-45%': np.float64(4.632352941176471), '46-55%': np.float64(14.035714285714286), '56-65%': np.float64(4.083333333333333), '76-85%': np.float64(19.4)}"
C,Bioclimatic proxies,EA002,Subsistence economy: hunting,permafrost_extent,Permafrost extent (%),8,1123,14.572550850021797,3.0325751429324546e-18,0.08381856818049199,"{'6-15%': np.float64(0.36790123456790125), '0-5%': np.float64(0.5241157556270096), '16-25%': np.float64(2.279503105590062), '26-35%': np.float64(3.828125), '36-45%': np.float64(9.794117647058824), '46-55%': np.float64(15.857142857142858), '56-65%': np.float64(18.75), '76-85%': np.float64(12.1)}"
A,Physiographic bedrock,EA028,Agriculture: intensity,elev_min,Elevation minimum (m),6,1045,7.576870249812747,5.303251455292192e-07,0.0351795912022699,"{'Extensive/shifting': np.float64(372.85714285714283), 'No agriculture': np.float64(474.39719626168227), 'Intensive': np.float64(513.0710659898477), 'Intensive irrigated': np.float64(654.2966101694915), 'Casual': np.float64(536.6046511627907), 'Horticulture': np.float64(205.375)}"
A,Physiographic bedrock,EA028,Agriculture: intensity,elev_max,Elevation maximum (m),6,1045,14.928637510948876,3.590638198086288e-14,0.06702612505414805,"{'Extensive/shifting': np.float64(1062.5487528344672), 'No agriculture': np.float64(1583.214953271028), 'Intensive': np.float64(1435.969543147208), 'Intensive irrigated': np.float64(1961.584745762712), 'Casual': np.float64(1464.5116279069769), 'Horticulture': np.float64(1650.4375)}"
A,Physiographic bedrock,EA028,Agriculture: intensity,slope_avg,Average slope (degrees),6,1045,0.8867130093855259,0.48923393467236087,0.004249015170149549,"{'Extensive/shifting': np.float64(36.97732426303855), 'No agriculture': np.float64(-20.88317757009346), 'Intensive': np.float64(46.84263959390863), 'Intensive irrigated': np.float64(68.2457627118644), 'Casual': np.float64(39.95348837209303), 'Horticulture': np.float64(75.125)}"
A,Physiographic bedrock,EA028,Agriculture: intensity,slope_upstream,Upstream slope (degrees),6,1045,0.9973785806150036,0.41806389883851314,0.0047767773110711014,"{'Extensive/shifting': np.float64(42.111111111111114), 'No agriculture': np.float64(-23.61682242990654), 'Intensive': np.float64(49.31472081218274), 'Intensive irrigated': np.float64(69.23728813559322), 'Casual': np.float64(41.2093023255814), 'Horticulture': np.float64(70.8125)}"
A,Physiographic bedrock,EA028,Agriculture: intensity,stream_gradient,Stream gradient,6,1045,1.6912209816796044,0.13388246983908925,0.008072992146184049,"{'Extensive/shifting': np.float64(80.40589569160997), 'No agriculture': np.float64(86.57009345794393), 'Intensive': np.float64(108.88832487309645), 'Intensive irrigated': np.float64(187.0084745762712), 'Casual': np.float64(107.13953488372093), 'Horticulture': np.float64(258.6875)}"
B,Hydro-climatic baselines,EA028,Agriculture: intensity,discharge_yr,Annual discharge (m³/s),6,1045,0.7719916312318714,0.5699832199052106,0.0037013197466935163,"{'Extensive/shifting': np.float64(336.52252338247956), 'No agriculture': np.float64(179.6125356486398), 'Intensive': np.float64(122.70025904058257), 'Intensive irrigated': np.float64(250.52368151693273), 'Casual': np.float64(31.206884045922738), 'Horticulture': np.float64(236.85124448593706)}"
B,Hydro-climatic baselines,EA028,Agriculture: intensity,discharge_min,Minimum discharge (m³/s),6,1045,0.7520923150018999,0.5845959680673307,0.003606256387329436,"{'Extensive/shifting': np.float64(172.61405645425762), 'No agriculture': np.float64(65.23893474923419), 'Intensive': np.float64(34.3072479712011), 'Intensive irrigated': np.float64(44.70746679480831), 'Casual': np.float64(10.93869792184316), 'Horticulture': np.float64(174.83399847894907)}"
B,Hydro-climatic baselines,EA028,Agriculture: intensity,discharge_max,Maximum discharge (m³/s),6,1045,0.6299295930576697,0.6769621146375986,0.0030222607390769434,"{'Extensive/shifting': np.float64(602.9074768047999), 'No agriculture': np.float64(403.2780808089562), 'Intensive': np.float64(355.8992868968224), 'Intensive irrigated': np.float64(634.44456828253), 'Casual': np.float64(81.64458214246862), 'Horticulture': np.float64(323.51180700864643)}"
B,Hydro-climatic baselines,EA028,Agriculture: intensity,river_area,River area (km²),6,1045,3.2903001738095985,0.005922283940162117,0.015587168956131086,"{'Extensive/shifting': np.float64(498.2057292391113), 'No agriculture': np.float64(365.9653353401434), 'Intensive': np.float64(320.9891206649354), 'Intensive irrigated': np.float64(422.0672805965957), 'Casual': np.float64(246.40637407746425), 'Horticulture': np.float64(460.0729066133499)}"
B,Hydro-climatic baselines,EA028,Agriculture: intensity,river_area_upstream,Upstream river area (km²),6,1045,0.37094541415072224,0.8687233945857219,0.0017819269322754743,"{'Extensive/shifting': np.float64(9958.962605711842), 'No agriculture': np.float64(7065.134260029715), 'Intensive': np.float64(6892.883665197013), 'Intensive irrigated': np.float64(11361.070068248247), 'Casual': np.float64(1867.1224582361187), 'Horticulture': np.float64(2336.2055380269885)}"
B,Hydro-climatic baselines,EA028,Agriculture: intensity,runoff,Runoff (mm/yr),6,1045,29.826113744970606,2.227882133453384e-28,0.12551698664306374,"{'Extensive/shifting': np.float64(586.5668934240363), 'No agriculture': np.float64(436.0), 'Intensive': np.float64(243.38071065989848), 'Intensive irrigated': np.float64(395.9237288135593), 'Casual': np.float64(195.2325581395349), 'Horticulture': np.float64(1392.59375)}"
B,Hydro-climatic baselines,EA028,Agriculture: intensity,gw_table_depth,Groundwater table depth (cm),6,1045,34.88047280969313,4.856548377394744e-33,0.143730034830804,"{'Extensive/shifting': np.float64(198.3764172335601), 'No agriculture': np.float64(379.9299065420561), 'Intensive': np.float64(285.56345177664974), 'Intensive irrigated': np.float64(447.3305084745763), 'Casual': np.float64(373.90697674418607), 'Horticulture': np.float64(224.40625)}"
B,Hydro-climatic baselines,EA028,Agriculture: intensity,pct_clay,Soil clay content (%),6,1045,5.712797424071205,3.2981170947693516e-05,0.026756229570280232,"{'Extensive/shifting': np.float64(4.160997732426304), 'No agriculture': np.float64(-30.682242990654206), 'Intensive': np.float64(-26.85279187817259), 'Intensive irrigated': np.float64(-318.2542372881356), 'Casual': np.float64(-678.6744186046511), 'Horticulture': np.float64(26.96875)}"
B,Hydro-climatic baselines,EA028,Agriculture: intensity,pct_silt,Soil silt content (%),6,1045,5.527611109738624,4.9499363518529285e-05,0.025911372095640952,"{'Extensive/shifting': np.float64(0.9115646258503401), 'No agriculture': np.float64(-13.032710280373832), 'Intensive': np.float64(-22.619289340101524), 'Intensive irrigated': np.float64(-308.79661016949154), 'Casual': np.float64(-668.4651162790698), 'Horticulture': np.float64(30.6875)}"
B,Hydro-climatic baselines,EA028,Agriculture: intensity,pct_sand,Soil sand content (%),6,1045,5.655547124543661,3.7396118644372375e-05,0.02649519865250376,"{'Extensive/shifting': np.float64(26.743764172335602), 'No agriculture': np.float64(3.1261682242990654), 'Intensive': np.float64(-3.238578680203046), 'Intensive irrigated': np.float64(-293.1186440677966), 'Casual': np.float64(-652.7674418604652), 'Horticulture': np.float64(42.375)}"
C,Bioclimatic proxies,EA028,Agriculture: intensity,temp_yr,Mean annual temperature (°C × 10),6,1045,140.30997976622973,9.044185026127743e-114,0.4030622157412827,"{'Extensive/shifting': np.float64(23.616780045351472), 'No agriculture': np.float64(7.636448598130841), 'Intensive': np.float64(18.75989847715736), 'Intensive irrigated': np.float64(18.51186440677966), 'Casual': np.float64(17.22325581395349), 'Horticulture': np.float64(22.39375)}"
C,Bioclimatic proxies,EA028,Agriculture: intensity,temp_min,Minimum temperature (°C × 10),6,1045,140.5441430131808,6.38705166745517e-114,0.4034634881398394,"{'Extensive/shifting': np.float64(20.536734693877552), 'No agriculture': np.float64(-3.221028037383178), 'Intensive': np.float64(12.736548223350256), 'Intensive irrigated': np.float64(10.872033898305087), 'Casual': np.float64(8.44186046511628), 'Horticulture': np.float64(20.503125)}"
